"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Nigeria","NGA",161361480,0.235824928168518,2,26,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,4,5,2,1,0,0
"Nigeria","NGA",122258640,0.233673770130894,1,29,2,4,1,2,1,1,0,1,3,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,1,2,2,2,2,1,,,,,2,,,2,1,2,,,,1,1,,1,2,1,1,1,7,,,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,2,1,1,,1,1,1,4,4,4,4,5,1,1,1,0
"Nigeria","NGA",174471546,0.955754918677117,1,33,2,5,1,2,1,1,1,1,2,1,1,1,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,2,1,1,1,2,,2,2,1,2,2,2,2,,3,3,2,1,1,,,1,1,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,1,2,3,1,,1,0,1,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",159118081,1.51848825173284,2,15,2,2,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,1,1,1,,2,2,1,1,1,,,1,1,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,1,3,2,1,,,1,2,1,1,2,1,,1,1,1,4,4,1,4,1,1,2,1,0
"Nigeria","NGA",200607252,0.605748330072154,1,28,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,4,4,4,2,4,5,2,2,0,0
"Nigeria","NGA",164947807,2.55964773489416,2,16,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,0,2,4,4,2,4,5,1,1,0,0
"Nigeria","NGA",133829254,3.69132718271346,2,18,1,1,1,1,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,2,,,2,1,2,,,,2,2,,1,2,2,2,2,2,2,1,1,1,,,2,,,,2,,,,,,1,3,2,2,2,1,2,2,2,,,,,2,,,,,,2,1,1,1,4,1,,1,0,1,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",186175730,1.12385550546306,1,20,2,4,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,2,2,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,4,1,2,,1,0,4,4,4,4,4,2,1,1,0,0
"Nigeria","NGA",139443648,0.223275257167535,2,27,2,1,1,2,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,3,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,1,1,4,1,,0,0,4,4,4,2,4,1,1,1,1,0
"Nigeria","NGA",188717224,1.02804758391411,2,61,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,1,2,1,2,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,1,1,3,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,2,3,2,,0,1,4,4,4,2,4,6,1,2,0,0
"Nigeria","NGA",121548413,2.00967455835261,1,30,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",188948211,1.25080510201081,2,26,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,2,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,3,2,3,,1,0,4,4,4,4,4,3,1,2,0,0
"Nigeria","NGA",148643380,0.341091223133977,2,30,2,1,2,1,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,2,2,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,4,1,,0,1,4,4,4,4,2,1,1,2,1,0
"Nigeria","NGA",191614707,2.64171473578447,2,48,1,1,2,1,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,1,2,1,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,0,0,4,1,4,4,2,1,1,2,1,0
"Nigeria","NGA",177873092,1.69283143506765,2,17,2,2,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,1,1,1,1,1,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,7,,,2,,,,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,2,2,1,4,1,,1,1,4,4,4,2,2,2,1,2,0,0
"Nigeria","NGA",131376417,1.4898665021812,2,40,1,1,2,2,1,1,0,2,2,1,1,2,2,2,2,,,,2,,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,1,1,,2,1,2,1,,2,2,2,1,1,,,1,1,,,1,1,2,2,,,2,,,,,,,2,2,,,,,1,3,1,2,,,1,1,1,1,4,2,,1,1,4,4,4,1,1,1,1,2,1,0
"Nigeria","NGA",192191502,0.223275257178175,2,30,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Nigeria","NGA",179214940,0.545394336764944,1,15,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,2,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",146931147,0.357914087286025,2,40,2,1,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,1,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,2,2,1,2,2,,4,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",138420312,3.69132718271346,2,15,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,1,5,3,,3,,0,1,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",112705643,0.345568168014542,1,29,2,5,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",176862485,0.581051407453082,2,44,2,3,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,2,3,3,,0,1,4,4,4,4,4,5,1,2,1,0
"Nigeria","NGA",164450418,2.16304858961408,2,15,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,1,2,2,1,2,2,2,2,3,1,2,2,,,,,2,,,2,3,2,,,,3,3,,2,2,2,3,,8,,,3,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,5,5,1,,1,,0,0,4,4,4,4,4,6,1,2,0,0
"Nigeria","NGA",153513218,0.374861268381204,1,28,2,2,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,1,,2,1,2,1,,1,2,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,4,2,,1,1,4,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",166337452,1.60981072104487,1,20,2,4,1,1,1,1,0,2,2,1,2,,3,1,2,,,,1,3,1,2,3,,,,,,,,,,1,1,3,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,3,3,2,1,1,3,,,,1,2,1,3,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,1,0,4,4,4,4,4,3,1,1,0,0
"Nigeria","NGA",137252984,3.23587857148176,2,70,2,5,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,1,2,1,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,3,3,,1,1,4,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",114848452,0.223275257167535,2,30,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,3,3,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,3,3,,1,,1,1,4,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",188280653,1.21981076146694,2,18,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,2,,0,1,4,4,4,4,4,5,2,2,0,0
"Nigeria","NGA",112351031,3.20504339098691,2,36,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",175339283,2.88543498144261,1,40,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,3,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,1,1,4,4,4,4,2,1,1,2,0,0
"Nigeria","NGA",165292594,0.872921316595696,1,28,2,1,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,1,2,1,2,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,3,3,2,,0,1,4,4,4,4,2,3,1,2,0,0
"Nigeria","NGA",162626422,0.584290110534009,2,36,2,3,1,2,1,1,0,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,2,2,2,2,2,,,,,2,,,1,1,2,,,,2,1,,1,1,2,1,2,1,2,1,1,1,,,1,2,1,2,1,1,2,1,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,3,2,3,2,2,1,,1,1,1,4,4,4,1,1,1,1,1,0
"Nigeria","NGA",169212259,0.630899435611426,2,31,2,5,1,2,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,1,2,,2,1,1,1,2,,1,1,,1,2,2,1,2,1,3,3,1,1,,,1,1,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,1,1,1,2,,,2,3,3,3,,2,,1,1,1,4,4,1,4,1,1,1,1,1
"Nigeria","NGA",165293708,3.69132718271346,2,19,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,1,2,2,1,,0,1,4,4,4,2,4,5,2,2,0,0
"Nigeria","NGA",168489488,0.223275257167535,2,35,2,5,1,1,1,1,1,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,1,,2,2,2,2,,3,2,2,1,2,1,2,2,,,,2,,,,,,1,1,1,1,,,2,2,2,,,,,2,,,,,,2,2,1,3,2,2,,1,0,1,4,4,4,4,3,1,2,1,0
"Nigeria","NGA",145513207,0.487566186119249,1,35,3,4,2,2,1,1,0,2,2,1,2,,2,1,2,,,,1,1,1,1,2,,,,,,,,,,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Nigeria","NGA",209121812,0.343706174808563,1,43,2,3,1,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,3,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Nigeria","NGA",154745626,0.796847671308413,2,16,2,3,1,1,1,1,0,2,2,1,1,2,1,1,2,,,,1,2,1,1,1,,,,,,,,,,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,1,2,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,4,2,,1,1,4,4,4,4,4,5,1,2,1,0
"Nigeria","NGA",184182672,0.780925750447067,1,24,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,1,2,2,,0,1,4,4,4,2,4,5,2,2,0,0
"Nigeria","NGA",210884201,2.74405297896234,2,40,1,4,1,2,1,1,0,2,2,1,2,,3,1,2,,,,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,3,2,2,2,1,,3,1,1,2,,,,3,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,2,6,1,2,0,0
"Nigeria","NGA",151747808,0.38877863410329,1,38,2,4,1,1,1,1,0,2,1,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,3,,0,0,4,4,4,4,4,3,1,1,1,0
"Nigeria","NGA",120244172,0.347993362484423,2,54,2,5,1,1,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,1,1,,,,,,,,,,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,4,4,4,4,4,1,1,1,1,0
"Nigeria","NGA",129190296,1.1506638868501,1,40,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,,,,,1,3,,2,2,2,,,,2,2,,2,2,2,2,,5,3,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,1,3,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",199539104,3.69132718271346,1,58,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,1,1,2,2,1,2,4,5,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,2,2,2,1,,1,1,1,3,3,4,,1,1,4,4,4,2,4,3,2,2,0,0
"Nigeria","NGA",129244589,3.69132718271346,1,50,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,4,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,1,1,2,0,0
"Nigeria","NGA",202888192,0.413765772114296,2,32,3,2,1,1,1,1,1,2,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,1,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,2,1,1,2,1,2,1,1,,,1,2,2,,,1,2,,,,,,,1,2,2,1,,,1,1,2,2,1,,3,3,2,3,,3,,1,0,4,1,4,2,2,1,1,2,1,0
"Nigeria","NGA",121814850,0.698731241550478,1,32,2,3,1,2,1,1,0,2,2,1,1,2,3,2,2,,,,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,2,,,2,3,2,,,,2,1,3,2,2,2,1,,2,1,1,3,,,,3,,,,3,,,,,,2,,,,,,,2,2,,,,,3,,,,,,1,1,1,1,3,1,,1,1,4,4,4,5,5,6,1,2,1,0
"Nigeria","NGA",198749746,1.12385550546306,1,20,2,2,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,2,,1,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",171214936,0.482864441164926,2,24,2,5,1,1,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,1,2,2,2,2,2,,,,,2,,,2,1,2,,,,1,1,,2,2,2,2,,2,2,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,2,2,4,2,,1,0,4,4,4,2,4,4,1,2,1,0
"Nigeria","NGA",170069357,0.223275257167535,1,36,2,2,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,2,,1,1,4,4,4,4,2,1,1,2,1,0
"Nigeria","NGA",174035393,2.57772909607862,2,45,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,,,,,2,,,1,4,4,,,,1,2,,2,2,4,2,,2,2,1,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,4,2,,,,,2,,,,,,2,1,3,2,1,2,,1,0,4,5,4,4,2,3,1,2,0,0
"Nigeria","NGA",147701164,0.946182567727645,2,27,1,1,1,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,1,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,0
"Nigeria","NGA",121394187,0.276954274799599,2,29,3,3,1,2,1,1,0,1,1,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,1,1,2,1,1,2,,,,,1,2,,2,1,1,2,1,,2,2,,2,2,2,2,,5,1,1,1,1,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,1,1,1,1,1,1
"Nigeria","NGA",180878718,0.411536316024721,2,43,2,5,1,2,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,1,2,1,2,2,,,,,1,2,,2,1,2,,,,1,1,,1,2,2,1,2,1,2,2,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,2,,,2,2,2,3,1,2,,1,1,4,4,4,1,4,1,1,1,1,1
"Nigeria","NGA",181971815,1.9314577646597,2,15,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,1,1,4,4,4,4,4,5,1,1,0,0
"Nigeria","NGA",147350933,0.36579646700012,2,29,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,3,3,3,,3,,0,0,4,3,4,4,4,5,2,2,0,0
"Nigeria","NGA",144243066,1.4898665021812,2,39,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,1,2,3,2,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,4,4,2,1,2,,0,0,4,4,4,4,4,1,1,2,0,0
"Nigeria","NGA",138537343,0.682182446267955,2,30,2,3,1,2,1,1,0,1,1,1,2,,1,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,1,2,1,2,1,,2,1,,2,2,2,2,,2,1,1,1,1,,,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,1,1,,1,1,4,4,4,4,1,1,1,2,1,0
"Nigeria","NGA",147817230,3.20719006443458,1,69,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,3,3,,2,,1,0,4,4,4,2,4,3,2,2,0,0
"Nigeria","NGA",181278528,2.13049889988232,2,18,2,1,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,2,2,,,,,,,,,,2,2,2,1,2,2,,,,,1,2,,2,2,2,,,,2,2,,2,1,1,1,,5,2,1,1,1,,,2,,,,1,2,1,1,,,1,2,1,1,,,1,2,2,,,,,1,1,1,1,,,1,1,1,1,2,1,,0,1,1,4,4,1,1,1,1,2,1,1
"Nigeria","NGA",204295117,0.223275257167535,2,42,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,3,2,2,1,,3,3,3,2,,3,,1,0,4,4,4,2,2,5,1,2,0,0
"Nigeria","NGA",187577439,0.238089755561425,2,39,2,4,1,2,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,2,,1,1,1,3,2,,1,1,,1,2,2,2,2,1,3,2,2,,,,1,2,2,2,1,1,2,2,,,3,,,,,,,2,2,,,,,2,,,,,,2,2,3,2,2,1,,1,1,5,4,4,4,1,4,1,2,1,1
"Nigeria","NGA",114995601,0.341091223133977,2,33,2,5,1,2,1,1,0,1,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,2,2,1,1,2,2,1,2,,,,1,2,2,,,1,1,2,1,2,,,2,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,1,1,2,4,4,2,2,1,1,1,0
"Nigeria","NGA",172197377,1.89954878168853,2,27,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,2,,3,,0,0,2,4,4,4,4,5,1,1,0,0
