"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Nigeria","NGA",139946414,0.223275257167535,1,28,2,5,1,2,1,1,0,,,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,3,2,2,,,,1,2,1,1,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,2,3,2,,1,0,1,4,4,4,4,2,1,1,1,0
"Nigeria","NGA",207312169,0.467520414212558,2,21,2,5,1,1,1,1,1,1,2,1,1,2,1,1,1,2,,2,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,2,1,1,1,2,,1,1,1,2,2,2,1,,4,2,1,1,1,,,1,1,,,1,2,1,2,,,1,1,1,1,,,2,2,2,,,,,1,1,1,1,,,2,2,2,3,3,1,,1,1,1,4,4,1,1,1,1,1,1,1
"Nigeria","NGA",132693971,1.24929855368032,2,25,2,4,2,1,1,1,0,1,1,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,1,1,1,,1,1,2,1,2,1,1,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,4,4,4,4,1,1,1,1,1,0
"Nigeria","NGA",115909026,3.69132718271346,2,57,1,1,1,2,1,1,0,1,1,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,1,1,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,1,4,4,4,1,5,1,2,1,0
"Nigeria","NGA",137404501,0.27115591593831,2,30,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,,,,,1,2,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,3,1,,0,0,2,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",193247049,0.223275257178175,2,33,2,4,1,2,1,1,0,2,2,1,1,1,1,1,2,,,,3,,2,,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,2,,2,1,2,,,,2,1,,2,2,1,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,4,4,4,4,4,5,1,1,1,1
"Nigeria","NGA",118381653,0.296490276748038,2,40,2,4,1,1,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,2,,0,1,4,4,4,4,2,3,2,2,0,0
"Nigeria","NGA",116317736,0.223275257178175,2,29,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,2,1,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,2,2,2,2,2,1,2,2,1,2,1,,0,1,4,4,4,3,4,3,1,2,0,0
"Nigeria","NGA",189085709,1.00923562411988,2,22,2,4,1,2,1,1,1,2,2,2,,,1,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,,,2,2,2,1,2,,,2,1,2,,,,1,1,2,2,1,1,1,,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,1,2,1,1,1,0
"Nigeria","NGA",156703479,0.223275257167535,1,32,2,4,1,1,1,1,1,2,2,1,2,,1,2,2,,,,2,,1,2,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,1,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,1,,,2,2,2,,,,,2,,,,,,2,1,1,1,3,1,,0,1,1,4,4,4,2,5,1,1,1,0
"Nigeria","NGA",121218355,0.223275257167535,1,35,2,4,1,2,1,1,0,2,2,1,1,1,1,2,2,,,,1,4,4,,4,,,,,,,,,,2,1,2,2,2,2,,,,,1,1,,2,1,2,,,,2,2,,2,2,1,2,,4,2,1,1,2,1,2,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,1,3,1,1,1,1
"Nigeria","NGA",111936930,0.296490276748038,2,35,2,1,1,1,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,1,2,1,,4,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,3,2,1,,1,1,2,4,4,2,4,5,1,2,0,0
"Nigeria","NGA",150291142,0.664977813266717,1,27,2,1,1,2,1,1,0,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,4,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,2,2,,2,2,,,,,1,2,2,2,1,,1,2,3,1,4,1,,0,1,3,4,4,2,1,5,1,2,1,0
"Nigeria","NGA",127716231,3.69132718271346,1,50,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,,,,,1,1,,1,2,2,,,,2,2,,2,2,2,1,,2,1,2,1,1,,,1,1,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,3,1,1,2,0,0
"Nigeria","NGA",179870029,0.403001115221083,2,30,2,5,1,2,1,1,0,1,2,1,1,1,2,1,2,,,,2,,1,1,2,,,,,,,,,,2,2,2,1,1,2,,,,,2,1,,1,1,2,,,,2,1,,1,1,2,2,2,3,1,1,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,1,,1,1,4,4,4,4,2,1,1,1,1,1
"Nigeria","NGA",177231057,0.223275257178175,2,26,2,4,1,2,1,1,0,1,2,1,1,1,2,1,2,,,,1,1,1,2,1,,,,,,,,,,1,1,2,2,1,2,,,,,2,1,,2,2,2,,,,2,1,,1,2,2,2,2,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,0,4,4,4,4,4,5,1,1,1,1
"Nigeria","NGA",188462178,0.609869054404912,2,22,2,3,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,3,3,2,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,2,1,3,3,2,,1,0,1,4,4,4,2,5,1,2,1,0
"Nigeria","NGA",118062828,0.264156817157869,2,21,2,4,1,2,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,1,2,2,2,2,,,,,1,2,,2,1,1,1,3,,2,2,,2,2,2,2,,2,2,1,1,1,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,1,1,1,1,1,1
"Nigeria","NGA",166379104,0.676565818470718,2,54,2,3,1,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,1,2,2,1,0
"Nigeria","NGA",145594529,0.757328100471664,1,37,2,1,1,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,1,1,2,2,,,,,2,,,2,1,2,,,,1,2,,2,2,2,1,,3,1,1,1,1,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",120774029,0.731592934000241,2,25,2,5,1,2,1,1,0,2,2,1,1,1,2,2,2,,,,1,1,1,2,1,,,,,,,,,,2,1,1,1,2,2,,,,,2,1,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,4,4,4,2,2,1,1,2,1,1
"Nigeria","NGA",114669487,0.240867774300888,2,32,2,5,1,1,1,1,1,1,2,1,2,,1,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,1,1,,2,1,2,,,,2,1,,2,2,2,1,,1,2,2,1,1,,,1,2,1,2,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,1,3,3,2,2,,1,1,1,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",186973240,0.498303907687817,1,28,2,3,1,1,1,1,0,1,1,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,1,1,1,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,2,1,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,3,3,1,,1,1,4,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",184597339,1.00578289905093,2,35,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,1,2,,1,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",129970283,1.00923562411988,2,22,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,5,1,1,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,2,2,2,2,4,1,,1,1,4,4,4,2,4,3,1,1,0,0
"Nigeria","NGA",145407247,0.323783927315909,1,33,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",114740301,2.53695452485594,1,20,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,1,1,2,3,,0,0,4,4,4,2,4,3,2,2,0,0
"Nigeria","NGA",150367273,1.00923562411988,2,17,2,3,1,2,1,1,1,2,2,1,1,2,1,1,2,,,,1,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,1,2,,2,2,2,1,,3,2,2,2,,,,1,1,,,1,2,2,,,1,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,1,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",179706003,0.381513719733687,2,27,2,4,1,1,1,1,0,2,2,2,,,2,1,2,,,,1,2,1,2,1,,,,,,,,,,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,1,2,1,2,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",200157758,0.32651373845408,2,21,3,5,1,2,1,1,0,2,2,1,2,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,2,2,2,2,2,2,,,,,1,2,,2,1,2,,,,2,1,,1,2,2,2,2,1,3,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,2,1,1,1,1,1
"Nigeria","NGA",200847359,0.241959238286219,2,23,2,5,1,2,1,1,0,2,2,1,1,2,2,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,1,,1,2,2,1,2,1,1,1,1,1,,,1,2,2,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,2,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",122504561,1.52467263601228,2,19,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,3,3,2,2,2,2,2,2,2,1,2,1,2,,,,,2,,,1,1,1,2,3,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,4,2,,1,0,4,4,4,4,4,5,2,1,0,0
"Nigeria","NGA",126000459,0.589414232599961,1,40,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Nigeria","NGA",112814885,0.223275257167535,1,40,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,4,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,1,1,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,2,1,1,1,0,0
"Nigeria","NGA",174695436,0.299599189613921,2,22,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,1,2,4,4,2,4,3,1,2,0,0
"Nigeria","NGA",136271841,0.231689112280458,2,30,2,5,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,2,2,2,2,1,,1,1,1,2,1,,2,2,2,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,1,1,1
"Nigeria","NGA",137439121,0.238089755561425,2,40,2,5,1,2,1,1,0,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,2,2,1,2,1,2,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,2,1,,1,0,4,4,4,4,2,1,1,1,1,0
"Nigeria","NGA",188858373,0.620513962074905,2,68,2,5,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,3,,0,0,4,4,4,4,2,5,1,2,0,0
"Nigeria","NGA",171567350,0.880233315828891,2,55,2,4,1,2,1,1,0,2,2,1,2,,2,1,2,,,,1,2,1,3,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,5,3,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,1,4,1,,1,1,4,4,4,2,2,1,1,2,1,0
"Nigeria","NGA",199997362,0.403001115221083,2,28,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,2,2,2,2,2,,,2,1,2,,,,2,1,2,2,2,2,2,,3,2,1,1,1,,,2,,,,2,,,,,,1,1,1,1,,,2,2,1,2,2,2,2,2,,,,,,1,1,1,4,3,1,,1,1,1,4,3,4,4,1,1,1,1,0
"Nigeria","NGA",159721438,0.327551118351108,1,30,2,1,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,1,,2,2,2,2,,2,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,1,1,2,1,0
"Nigeria","NGA",200118741,0.223275257167535,2,40,2,5,1,1,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,1,2,2,2,2,,,,,1,2,,2,2,2,,,,2,1,,2,1,2,1,,2,2,2,1,2,1,1,1,1,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",126538001,1.41094123031455,2,24,2,5,1,2,1,1,0,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,1,2,,,,,1,2,,1,1,2,,,,2,2,,2,1,1,2,,4,2,2,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,1,1,4,4,4,2,5,1,1,1,1
"Nigeria","NGA",175861960,0.266171015910946,2,37,3,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,1,1,2,1,2,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",147544905,2.66928020321919,2,65,1,3,1,1,1,1,0,1,2,1,2,,2,2,2,,,,1,1,2,,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,2,,,3,3,3,3,,3,,1,0,4,4,4,1,2,1,1,2,1,0
"Nigeria","NGA",164652319,0.518902485270978,2,25,2,4,1,1,1,1,0,1,1,1,2,,2,2,2,,,,1,1,2,,1,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,1,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,1,2,2,1,,,2,2,,,,,1,1,1,2,,,1,1,1,1,2,1,,1,1,2,4,4,1,4,5,1,2,1,0
"Nigeria","NGA",198441134,0.374838682603003,2,45,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",169660759,0.508715504696401,2,53,2,1,1,1,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,4,2,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,1,4,4,4,2,2,1,1,2,1,0
"Nigeria","NGA",149700919,0.3958986426109,2,30,2,3,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,2,1,,,,,,,,,,1,1,1,2,2,1,,,,,2,2,,2,1,2,,,,2,1,,1,2,2,1,2,7,,,1,1,,,1,2,1,1,2,,,,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,1,4,4,4,4,1,1,1,1,1
"Nigeria","NGA",206325806,3.62748148588957,2,25,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,3,2,2,1,2,2,1,3,3,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,3,4,2,2,,0,0,4,4,4,2,4,5,2,2,0,0
"Nigeria","NGA",197103839,0.750621874636967,1,38,2,4,1,1,1,1,0,2,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,1,2,,,,,2,2,,2,2,2,,,,2,2,,1,1,2,2,1,6,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,1,1,1,1,1
"Nigeria","NGA",135366205,3.22350403307979,1,23,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,3,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Nigeria","NGA",134005820,0.403903319084495,1,28,3,5,1,2,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,1,2,1,1,,,1,1,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,1,4,4,4,4,1,1,1,1,0
"Nigeria","NGA",140243722,1.09910695810524,1,32,2,3,1,2,1,1,0,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,1,,2,1,2,1,,1,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,3,3,,3,,1,1,4,4,4,2,2,1,2,1,1,0
"Nigeria","NGA",163309977,0.696282991857779,2,16,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,1,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,1,2,2,2,1,,1,1,2,2,1,,2,1,2,1,2,1,,1,1,2,2,4,2,4,3,2,2,0,0
"Nigeria","NGA",122298525,0.253670733843957,1,20,2,1,1,2,1,1,0,1,2,1,1,2,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,2,1,1,4,2,,1,0,1,4,4,4,4,5,1,1,1,0
"Nigeria","NGA",131801285,0.507720894434311,2,35,3,5,1,2,1,1,0,2,2,1,2,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,1,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,1,,2,2,2,1,,2,1,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,2,2,1,,1,1,4,4,4,4,2,1,1,2,1,0
"Nigeria","NGA",182916524,0.694637726032358,2,47,3,5,1,1,1,1,0,1,1,1,2,,2,2,1,2,,1,1,2,1,2,2,,,,,,,,,,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,1,1,2,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,1,2,1,2,,,1,1,2,2,1,,2,2,2,3,2,1,,1,1,1,1,4,2,2,5,1,1,1,0
"Nigeria","NGA",146562002,0.462612365818678,1,31,2,3,2,1,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,1,2,6,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,1,1,2,1,0
"Nigeria","NGA",123569215,0.4117579168834,1,24,2,5,1,2,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,4,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,2,2,,1,2,1,2,,,2,,,,,,3,3,3,3,,3,,0,1,3,1,4,4,2,5,2,2,1,0
"Nigeria","NGA",208233369,2.6491316134986,1,20,1,4,1,1,1,1,0,2,2,2,,,2,1,1,1,2,2,1,2,1,1,1,,,,,,,,,,2,2,1,2,2,3,,,,,2,,,2,2,2,,,,1,1,,2,1,2,1,,2,1,1,1,1,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,1,4,1,,1,1,4,4,4,1,1,1,1,2,1,0
"Nigeria","NGA",207433832,0.332652800233201,2,40,2,5,1,1,1,1,0,1,1,1,1,2,2,2,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,1,2,1,2,1,1,,,1,2,2,,,1,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,2,2,2,1,1,2,,1,1,1,1,4,4,2,1,1,1,1,0
"Nigeria","NGA",211038274,1.36446730428004,2,21,1,3,1,1,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,1,,3,1,1,1,2,1,1,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,1,,,1,1,1,1,2,1,,1,1,4,4,4,1,4,1,1,2,1,0
